pruning,,topspin_17_4_h0,topspin_17_4_h0,topspin_17_4_h1,topspin_17_4_h1,topspin_17_4_h2,topspin_17_4_h2
topspin_17_4.d=005,0 1 2 3 8 6 5 4 13 14 7 9 10 12 11 15 16,"(False, '17', '4')","(False, '0', '0')","(False, '17', '4')","(False, '0', '0')","(False, '0', '0')","(False, '0', '0')"
topspin_17_4.d=2000,12 10 6 8 15 3 2 11 14 5 13 7 9 0 1 4 16,"(False, '17', '4')","(False, '0', '0')","(False, '17', '4')","(False, '0', '0')","(False, '0', '0')","(False, '0', '0')"
topspin_17_4.d=2000,2 7 8 13 14 4 9 11 3 10 1 6 5 0 12 15 16,"(False, '17', '4')","(False, '0', '0')","(False, '17', '4')","(False, '0', '0')","(False, '0', '0')","(False, '0', '0')"
topspin_17_4.d=2000,13 6 2 15 5 12 9 0 1 7 8 3 14 10 4 11 16,"(False, '17', '4')","(False, '0', '0')","(False, '17', '4')","(False, '0', '0')","(False, '0', '0')","(False, '0', '0')"
topspin_17_4.d=2000,4 13 2 10 0 14 11 6 3 8 15 12 7 1 5 9 16,"(False, '17', '4')","(False, '0', '0')","(False, '17', '4')","(False, '0', '0')","(False, '0', '0')","(False, '0', '0')"
topspin_17_4.d=2000,9 0 1 11 4 10 7 5 14 2 3 13 8 6 15 12 16,"(False, '17', '4')","(False, '0', '0')","(False, '17', '4')","(False, '0', '0')","(False, '0', '0')","(False, '0', '0')"
topspin_17_4.d=2000,7 1 14 4 2 5 15 12 9 3 8 13 10 11 6 0 16,"(False, '17', '4')","(False, '0', '0')","(False, '17', '4')","(False, '0', '0')","(False, '0', '0')","(False, '0', '0')"
topspin_17_4.d=2000,1 9 0 8 2 12 3 11 6 4 15 13 7 10 14 5 16,"(False, '17', '4')","(False, '0', '0')","(False, '17', '4')","(False, '0', '0')","(False, '0', '0')","(False, '0', '0')"
topspin_17_4.d=2000,3 13 4 12 14 5 10 11 1 9 6 8 15 0 7 2 16,"(False, '17', '4')","(False, '0', '0')","(False, '17', '4')","(False, '0', '0')","(False, '0', '0')","(False, '0', '0')"
topspin_17_4.d=2000,2 9 11 13 0 1 5 3 4 12 14 15 8 6 10 7 16,"(False, '17', '4')","(False, '0', '0')","(False, '17', '4')","(False, '0', '0')","(False, '0', '0')","(False, '0', '0')"
topspin_17_4.d=2000,7 10 4 14 9 3 1 5 0 11 13 2 8 6 12 15 16,"(False, '17', '4')","(False, '0', '0')","(False, '17', '4')","(False, '0', '0')","(False, '0', '0')","(False, '0', '0')"
topspin_17_4.d=015,0 10 3 7 6 5 12 9 8 13 14 1 4 11 2 15 16,"(False, '17', '4')","(False, '0', '0')","(False, '17', '4')","(False, '0', '0')","(False, '0', '0')","(False, '0', '0')"
topspin_17_4.d=015,1 14 2 4 0 5 6 7 8 9 10 3 13 12 11 15 16,"(False, '17', '4')","(False, '0', '0')","(False, '17', '4')","(False, '0', '0')","(False, '0', '0')","(False, '0', '0')"
topspin_17_4.d=015,9 10 13 12 2 3 11 1 14 15 7 6 5 4 8 0 16,"(False, '17', '4')","(False, '0', '0')","(False, '17', '4')","(False, '0', '0')","(False, '0', '0')","(False, '0', '0')"
topspin_17_4.d=015,9 14 1 7 3 6 10 5 4 2 12 15 11 8 0 13 16,"(False, '17', '4')","(False, '0', '0')","(False, '17', '4')","(False, '0', '0')","(False, '0', '0')","(False, '0', '0')"
topspin_17_4.d=015,13 6 5 0 2 1 12 11 3 15 8 7 9 10 14 4 16,"(False, '17', '4')","(False, '0', '0')","(False, '17', '4')","(False, '0', '0')","(False, '0', '0')","(False, '0', '0')"
topspin_17_4.d=015,13 12 11 1 14 2 3 10 9 7 6 8 4 15 5 0 16,"(False, '17', '4')","(False, '0', '0')","(False, '17', '4')","(False, '0', '0')","(False, '0', '0')","(False, '0', '0')"
topspin_17_4.d=015,13 1 15 14 3 4 0 7 6 5 12 2 8 9 10 11 16,"(False, '17', '4')","(False, '0', '0')","(False, '17', '4')","(False, '0', '0')","(False, '0', '0')","(False, '0', '0')"
topspin_17_4.d=015,5 12 14 7 8 11 13 15 1 2 3 4 0 9 10 6 16,"(False, '17', '4')","(False, '0', '0')","(False, '17', '4')","(False, '0', '0')","(False, '0', '0')","(False, '0', '0')"
topspin_17_4.d=015,13 1 2 6 14 3 7 9 5 4 10 11 12 15 0 8 16,"(False, '17', '4')","(False, '0', '0')","(False, '17', '4')","(False, '0', '0')","(False, '0', '0')","(False, '0', '0')"
topspin_17_4.d=015,6 7 12 10 9 14 2 15 8 0 1 11 13 5 4 3 16,"(False, '17', '4')","(False, '0', '0')","(False, '17', '4')","(False, '0', '0')","(False, '0', '0')","(False, '0', '0')"
topspin_17_4.d=010,1 13 4 5 6 7 8 9 10 14 2 11 15 12 3 0 16,"(False, '17', '4')","(False, '0', '0')","(False, '17', '4')","(False, '0', '0')","(False, '0', '0')","(False, '0', '0')"
topspin_17_4.d=010,9 8 12 13 14 15 2 1 0 5 11 3 7 6 4 10 16,"(False, '17', '4')","(False, '0', '0')","(False, '17', '4')","(False, '0', '0')","(False, '0', '0')","(False, '0', '0')"
topspin_17_4.d=010,11 12 8 7 13 14 15 10 9 5 6 3 2 1 4 0 16,"(False, '17', '4')","(False, '0', '0')","(False, '17', '4')","(False, '0', '0')","(False, '0', '0')","(False, '0', '0')"
topspin_17_4.d=010,15 3 5 4 2 9 10 11 6 14 13 12 8 0 1 7 16,"(False, '17', '4')","(False, '0', '0')","(False, '17', '4')","(False, '0', '0')","(False, '0', '0')","(False, '0', '0')"
topspin_17_4.d=010,0 1 3 4 9 5 2 7 6 10 11 12 13 15 14 8 16,"(False, '17', '4')","(False, '0', '0')","(False, '17', '4')","(False, '0', '0')","(False, '0', '0')","(False, '0', '0')"
topspin_17_4.d=010,2 3 13 11 0 4 5 6 7 8 9 10 14 15 12 1 16,"(False, '17', '4')","(False, '0', '0')","(False, '17', '4')","(False, '0', '0')","(False, '0', '0')","(False, '0', '0')"
topspin_17_4.d=010,10 2 12 5 6 7 8 11 0 9 14 15 1 13 3 4 16,"(False, '17', '4')","(False, '0', '0')","(False, '17', '4')","(False, '0', '0')","(False, '0', '0')","(False, '0', '0')"
topspin_17_4.d=010,3 4 9 10 11 15 12 13 1 2 6 5 8 7 14 0 16,"(False, '17', '4')","(False, '0', '0')","(False, '17', '4')","(False, '0', '0')","(False, '0', '0')","(False, '0', '0')"
topspin_17_4.d=010,13 12 3 0 10 11 2 14 1 4 5 6 7 8 9 15 16,"(False, '17', '4')","(False, '0', '0')","(False, '17', '4')","(False, '0', '0')","(False, '0', '0')","(False, '0', '0')"
topspin_17_4.d=010,8 0 1 2 3 4 5 13 15 7 10 11 9 6 14 12 16,"(False, '17', '4')","(False, '0', '0')","(False, '17', '4')","(False, '0', '0')","(False, '0', '0')","(False, '0', '0')"
