pruning,,topspin_12_4_h2,topspin_12_4_h2,topspin_12_4_h1,topspin_12_4_h1,topspin_12_4_h0,topspin_12_4_h0
topspin_12_4.d=015,4 10 9 2 6 8 0 1 5 3 7 11,"(False, '0', '0')","(False, '0', '0')","(False, '12', '4')","(False, '0', '0')","(False, '12', '4')","(False, '0', '0')"
topspin_12_4.d=015,0 6 5 1 2 9 4 8 3 7 10 11,"(False, '0', '0')","(False, '0', '0')","(False, '12', '4')","(False, '0', '0')","(False, '12', '4')","(False, '0', '0')"
topspin_12_4.d=015,8 3 1 6 10 9 4 7 5 2 0 11,"(False, '0', '0')","(False, '0', '0')","(False, '12', '4')","(False, '0', '0')","(False, '12', '4')","(False, '0', '0')"
topspin_12_4.d=015,1 3 7 2 4 0 8 10 6 5 9 11,"(False, '0', '0')","(False, '0', '0')","(False, '12', '4')","(False, '0', '0')","(False, '12', '4')","(False, '0', '0')"
topspin_12_4.d=015,5 1 6 0 7 3 8 10 4 2 9 11,"(False, '0', '0')","(False, '0', '0')","(False, '12', '4')","(False, '0', '0')","(False, '12', '4')","(False, '0', '0')"
topspin_12_4.d=015,5 1 8 6 3 2 0 4 7 10 9 11,"(False, '0', '0')","(False, '0', '0')","(False, '12', '4')","(False, '0', '0')","(False, '12', '4')","(False, '0', '0')"
topspin_12_4.d=015,6 2 4 0 8 3 10 9 7 5 1 11,"(False, '0', '0')","(False, '0', '0')","(False, '12', '4')","(False, '0', '0')","(False, '12', '4')","(False, '0', '0')"
topspin_12_4.d=015,5 4 0 9 1 8 6 10 2 3 7 11,"(False, '0', '0')","(False, '0', '0')","(False, '12', '4')","(False, '0', '0')","(False, '12', '4')","(False, '0', '0')"
topspin_12_4.d=015,9 10 8 3 4 1 2 5 0 6 7 11,"(False, '0', '0')","(False, '0', '0')","(False, '12', '4')","(False, '0', '0')","(False, '12', '4')","(False, '0', '0')"
topspin_12_4.d=005,8 7 1 0 4 5 6 9 2 3 10 11,"(False, '0', '0')","(False, '0', '0')","(False, '12', '4')","(False, '0', '0')","(False, '12', '4')","(False, '0', '0')"
topspin_12_4.d=005,8 4 3 2 9 5 6 10 1 0 7 11,"(False, '0', '0')","(False, '0', '0')","(False, '12', '4')","(False, '0', '0')","(False, '12', '4')","(False, '0', '0')"
topspin_12_4.d=005,8 4 5 10 9 7 0 1 2 3 6 11,"(False, '0', '0')","(False, '0', '0')","(False, '12', '4')","(False, '0', '0')","(False, '12', '4')","(False, '0', '0')"
topspin_12_4.d=005,8 3 2 10 9 4 1 7 6 5 0 11,"(False, '0', '0')","(False, '0', '0')","(False, '12', '4')","(False, '0', '0')","(False, '12', '4')","(False, '0', '0')"
topspin_12_4.d=005,0 1 2 9 4 5 7 8 3 6 10 11,"(False, '0', '0')","(False, '0', '0')","(False, '12', '4')","(False, '0', '0')","(False, '12', '4')","(False, '0', '0')"
topspin_12_4.d=005,0 10 9 2 1 6 7 3 4 5 8 11,"(False, '0', '0')","(False, '0', '0')","(False, '12', '4')","(False, '0', '0')","(False, '12', '4')","(False, '0', '0')"
topspin_12_4.d=005,0 1 5 3 8 7 6 4 10 9 2 11,"(False, '0', '0')","(False, '0', '0')","(False, '12', '4')","(False, '0', '0')","(False, '12', '4')","(False, '0', '0')"
topspin_12_4.d=005,0 7 6 2 1 8 5 10 9 3 4 11,"(False, '0', '0')","(False, '0', '0')","(False, '12', '4')","(False, '0', '0')","(False, '12', '4')","(False, '0', '0')"
topspin_12_4.d=005,7 6 9 8 0 2 10 1 5 4 3 11,"(False, '0', '0')","(False, '0', '0')","(False, '12', '4')","(False, '0', '0')","(False, '12', '4')","(False, '0', '0')"
topspin_12_4.d=005,1 5 4 3 2 0 8 10 9 7 6 11,"(False, '0', '0')","(False, '0', '0')","(False, '12', '4')","(False, '0', '0')","(False, '12', '4')","(False, '0', '0')"
topspin_12_4.d=2000000,6 7 0 3 10 4 8 9 5 1 2 11,"(False, '0', '0')","(False, '0', '0')","(False, '12', '4')","(False, '0', '0')","(False, '12', '4')","(False, '0', '0')"
topspin_12_4.d=2000000,8 10 6 3 1 2 4 7 0 5 9 11,"(False, '0', '0')","(False, '0', '0')","(False, '12', '4')","(False, '0', '0')","(False, '12', '4')","(False, '0', '0')"
topspin_12_4.d=2000000,6 2 7 4 1 10 0 9 8 3 5 11,"(False, '0', '0')","(False, '0', '0')","(False, '12', '4')","(False, '0', '0')","(False, '12', '4')","(False, '0', '0')"
topspin_12_4.d=2000000,9 7 0 10 4 6 5 8 2 3 1 11,"(False, '0', '0')","(False, '0', '0')","(False, '12', '4')","(False, '0', '0')","(False, '12', '4')","(False, '0', '0')"
topspin_12_4.d=2000000,3 10 4 2 7 5 6 9 0 1 8 11,"(False, '0', '0')","(False, '0', '0')","(False, '12', '4')","(False, '0', '0')","(False, '12', '4')","(False, '0', '0')"
topspin_12_4.d=2000000,2 3 7 10 6 0 5 9 1 8 4 11,"(False, '0', '0')","(False, '0', '0')","(False, '12', '4')","(False, '0', '0')","(False, '12', '4')","(False, '0', '0')"
topspin_12_4.d=2000000,9 7 2 1 10 6 8 0 4 5 3 11,"(False, '0', '0')","(False, '0', '0')","(False, '12', '4')","(False, '0', '0')","(False, '12', '4')","(False, '0', '0')"
topspin_12_4.d=2000000,10 0 5 4 1 9 8 7 3 6 2 11,"(False, '0', '0')","(False, '0', '0')","(False, '12', '4')","(False, '0', '0')","(False, '12', '4')","(False, '0', '0')"
topspin_12_4.d=2000000,7 5 2 9 4 8 0 10 6 1 3 11,"(False, '0', '0')","(False, '0', '0')","(False, '12', '4')","(False, '0', '0')","(False, '12', '4')","(False, '0', '0')"
topspin_12_4.d=2000000,1 5 6 4 10 0 9 8 7 2 3 11,"(False, '0', '0')","(False, '0', '0')","(False, '12', '4')","(False, '0', '0')","(False, '12', '4')","(False, '0', '0')"
